,Unnamed: 0,review_id,business_id,user_id,stars,blob_polarity,review,label,stem_review,complaint,compliments,suggestion for user,suggestion for business
10,299010,CEv2LBI6C_OvGafp1IyL_w,0qKruR3BiMaeb4grOdq7bg,u-Q2HDyJKksNAm7sDdHfmA,1,0.0,"i would like to see all guests treated equally and helped in the order they arrive in line, not pick and chose",,"i would like to see all guest treat equal and help in the order they arriv in line, not pick and chose",1,0,0,0
11,299011,#NAME?,0qKruR3BiMaeb4grOdq7bg,y-Tp66pScXAPqJiHZl4yvw,4,0.30625,this place seems a little understaffed but the service i received was great,,thi place seem a littl understaf but the servic i receiv wa great,0,1,0,0
12,299012,#NAME?,0qKruR3BiMaeb4grOdq7bg,y-Tp66pScXAPqJiHZl4yvw,4,0.2,lynn was very helpful in helping me fill out my passport application and was very patient with the rest of the line,,lynn wa veri help in help me fill out my passport applic and wa veri patient with the rest of the line,0,1,0,0
13,299013,#NAME?,0qKruR3BiMaeb4grOdq7bg,y-Tp66pScXAPqJiHZl4yvw,4,0.0,if you don't have an appointment to get a passport done you have to call a specific number to request one,,if you don't have an appoint to get a passport done you have to call a specif number to request one,0,0,0,0
14,299014,#NAME?,0qKruR3BiMaeb4grOdq7bg,y-Tp66pScXAPqJiHZl4yvw,4,0.0,i would definitely come back to this place,,i would definit come back to thi place,0,1,0,0
15,299015,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.25,first of all let me state that this review is not based on the physicians in this office,,first of all let me state that thi review is not base on the physician in thi offic,0,0,0,0
16,299016,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,1.0,i am eternally grateful for the excellent care i received from my doctor,,i am etern grate for the excel care i receiv from my doctor,0,0,0,0
17,299017,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,1.0,he is probably the best foot surgeon bar none,,he is probabl the best foot surgeon bar none,0,1,0,0
18,299018,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,my beef is with the office practices,,my beef is with the offic practic,1,0,0,0
19,299019,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,-0.7,you know what they say about a bad experience,,you know what they say about a bad experi,1,0,0,0
20,299020,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,and let me introduce myself as a squeaky wheel,,and let me introduc myself as a squeaki wheel,1,0,0,0
21,299021,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.125,i am posting this review so that others can be aware and protect themselves so they do not have to find themselves in the same predicament that i did,,i am post thi review so that other can be awar and protect themselv so they do not have to find themselv in the same predica that i did,1,0,0,0
22,299022,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,when i woke up and couldn't walk on october 2nd of last year ,,when i woke up and couldn't walk on octob 2nd of last year ,1,0,0,0
23,299023,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,i found that my life was dramatically altered,,i found that my life wa dramat alter,1,0,0,0
24,299024,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,i had gone to the emergency room and told that i had a sprain,,i had gone to the emerg room and told that i had a sprain,1,0,0,0
25,299025,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.71875,(how do you do that sleeping?? ) (don't worry st rose will get a yelp too!!) so by wednesday when bedrest and percocet did not help me to be able to walk again,,(how do you do that sleeping?? ) (don't worri st rose will get a yelp too!!) so by wednesday when bedrest and percocet did not help me to be abl to walk again,1,0,0,0
26,299026,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,i called my friend who's husband is a doctor to see who she would suggest as a foot specialist ,,i call my friend who' husband is a doctor to see who she would suggest as a foot specialist ,0,0,0,0
27,299027,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,she and i both went on my insurance's website cigna,,she and i both went on my insurance' websit cigna,1,0,0,0
28,299028,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,where we found that this doctor's office was a preferred provider ,,where we found that thi doctor' offic wa a prefer provid ,1,0,0,0
29,299029,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,bonus!,,bonus!,0,0,0,0
30,299030,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,they could get me in that day! double bonus!,,they could get me in that day! doubl bonus!,1,0,0,0
31,299031,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,"when i  got to the office , they took my insurance information, had me fill out forms and then i waited to see the doctor",,"when i  got to the offic , they took my insur information, had me fill out form and then i wait to see the doctor",1,0,0,0
32,299032,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.7,"after my visit , when i checked out i was told ""you are all good we will see you in two weeks after your bedrest""",,"after my visit , when i check out i wa told ""you are all good we will see you in two week after your bedrest""",0,0,0,0
33,299033,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,i figured this was because i had already met my out of pocket expense with the emergency room visit,,i figur thi wa becaus i had alreadi met my out of pocket expens with the emerg room visit,1,0,0,0
34,299034,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,two weeks later- when still not walking surgery was scheduled ,,two week later- when still not walk surgeri wa schedul ,1,0,0,0
35,299035,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,i again checked out asked abouta copay and was told ,,i again check out ask abouta copay and wa told ,0,0,0,0
36,299036,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.875,nope have a good day!,,nope have a good day!,0,0,0,0
37,299037,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,surgery scheduled and also post ops scheduled,,surgeri schedul and also post op schedul,1,0,0,0
38,299038,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,i had my surgery,,i had my surgeri,1,0,0,0
39,299039,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.125,then a week later i had my first post op visit,,then a week later i had my first post op visit,1,0,0,0
40,299040,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.9375,i checked out and again no copay -suh-weeeet! i was loving my insurance! meeting your out of pocket expense rocks! ,,i check out and again no copay -suh-weeeet! i wa love my insurance! meet your out of pocket expens rocks! ,1,1,0,0
41,299041,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,-0.0625,i had two other post op visits - when at the last one i was told,,i had two other post op visit - when at the last one i wa told,1,0,0,0
42,299042,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,"""hmm you have a balance",,"""hmm you have a balanc",1,0,0,0
43,299043,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,you might want to start paying on this,,you might want to start pay on thi,1,0,0,0
44,299044,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,me: balance ,,me: balanc ,1,0,0,0
45,299045,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,why is that i met my out of pocket expense,,whi is that i met my out of pocket expens,1,0,0,0
46,299046,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,office- well we are not a preferred provider,,office- well we are not a prefer provid,1,0,0,0
47,299047,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,me what are you talking about i found you listed under preferred providers from my insurance and everytime i have come in you haven't said one thing,,me what are you talk about i found you list under prefer provid from my insur and everytim i have come in you haven't said one thing,1,0,0,0
48,299048,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,you are telling me this after i have surgery,,you are tell me thi after i have surgeri,1,0,0,0
49,299049,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,office- well you can appeal it with cigna -,,office- well you can appeal it with cigna -,0,0,0,0
50,299050,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,my sister was silently fuming beside me - since she had to drive me to all of my doctors visits since i couldn't walk,,my sister wa silent fume besid me - sinc she had to drive me to all of my doctor visit sinc i couldn't walk,1,0,0,0
51,299051,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.125,don't you think you should have said something prior to her surgery? like the first visit when she saw you?,,don't you think you should have said someth prior to her surgery? like the first visit when she saw you?,1,0,0,0
52,299052,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.5,office - we aren't sure what happened with that,,offic - we aren't sure what happen with that,1,0,0,0
53,299053,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.5,me - err ok well i wil definitely be appealing,,me - err ok well i wil definit be appeal,0,0,0,0
54,299054,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,i went home and checked cigna's website and conveniently ,,i went home and check cigna' websit and conveni ,0,0,0,0
55,299055,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,the doctor and his office were conveniently no longer on the website,,the doctor and hi offic were conveni no longer on the websit,1,0,0,0
56,299056,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,convenient!,,convenient!,1,0,0,0
57,299057,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.333333333,i quickly called cigna and got the appeal process and just as quickly wrote a letter requesting an appeal,,i quickli call cigna and got the appeal process and just as quickli wrote a letter request an appeal,1,0,0,0
58,299058,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,months pass by ,,month pass by ,1,0,0,0
59,299059,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,i receive no bill from the doctor and no denial of appeal from my insurance,,i receiv no bill from the doctor and no denial of appeal from my insur,1,0,0,0
60,299060,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,when i get a knock at my door and am being told that i am being sued for 1200,,when i get a knock at my door and am be told that i am be su for 1200,1,0,0,0
61,299061,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,0,,0,1,0,0,0
62,299062,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,for charges from las vegas food and ankle,,for charg from la vega food and ankl,1,0,0,0
63,299063,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,errr wth?,,errr wth?,1,0,0,0
64,299064,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,-0.5,i am at this point shaking i am so angry,,i am at thi point shake i am so angri,1,0,0,0
65,299065,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,i was told that in the state of nevada that you do not have to get a bill,,i wa told that in the state of nevada that you do not have to get a bill,1,0,0,0
66,299066,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,a bill is a courtesy ,,a bill is a courtesi ,1,0,0,0
67,299067,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,and that it is the patients responsibility to see if they hyave a balance,,and that it is the patient respons to see if they hyav a balanc,1,0,0,0
68,299068,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,are you kidding me with that?,,are you kid me with that?,1,0,0,0
69,299069,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,nope!,,nope!,1,0,0,0
70,299070,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,-0.071428571,i am paying the bill which iwould have no problem paying if it had not been for the fact that i asked every single time i went in if there was a copay ,,i am pay the bill which iwould have no problem pay if it had not been for the fact that i ask everi singl time i went in if there wa a copay ,1,0,0,0
71,299071,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,or anyting i needed to do,,or anyt i need to do,1,0,0,0
72,299072,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.7,i was told at every sing turn no there is no bill you are all good,,i wa told at everi sing turn no there is no bill you are all good,1,0,0,0
73,299073,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,until that last doctors visit,,until that last doctor visit,0,0,0,0
74,299074,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,-0.5,i feel that the office staff has a responsibility to let the patient know if they have changed their status with an insurance company because patients go in trusting that the office will not steer them wrong and that they are there to help the patient understand what coverages apply to their office,,i feel that the offic staff ha a respons to let the patient know if they have chang their statu with an insur compani becaus patient go in trust that the offic will not steer them wrong and that they are there to help the patient understand what coverag appli to their offic,1,0,0,0
75,299075,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,-0.071428571,i used to be a secretary for a ob/gyn practice and believe me i discussed insurance and whether a patient was covered or not covered every single visit,,i use to be a secretari for a ob/gyn practic and believ me i discuss insur and whether a patient wa cover or not cover everi singl visit,1,0,0,0
76,299076,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.6,i honestly have never felt so ,,i honestli have never felt so ,1,0,0,0
77,299077,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,deceived,,deceiv,1,0,0,0
78,299078,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.0,so do i recommend the doctors,,so do i recommend the doctor,1,0,0,0
79,299079,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.5,sure ,,sure ,0,0,0,0
80,299080,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.6,but enter the office at your own risk you could come out paying,,but enter the offic at your own risk you could come out pay,1,0,0,0
81,299081,rDD3OLpstA4b2WZL9_9Jqg,2C4kPPlqnirayO6Dfv_-BQ,B7KszCJmLdf39DGjSufnWA,1,0.625,more than you expect!,,more than you expect!,1,0,0,0
82,299082,qmJcdi98GgObIBV7Nkq36A,2C4kPPlqnirayO6Dfv_-BQ,N7wNlo3_EaHUWHiFDyGh5g,5,0.0,i was directed to this office and specifically dr,,i wa direct to thi offic and specif dr,0,1,0,0
83,299083,qmJcdi98GgObIBV7Nkq36A,2C4kPPlqnirayO6Dfv_-BQ,N7wNlo3_EaHUWHiFDyGh5g,5,0.75,reed by a raving recommendation by a friend that had a successful bunionectomy,,reed by a rave recommend by a friend that had a success bunionectomi,0,1,0,0
84,299084,qmJcdi98GgObIBV7Nkq36A,2C4kPPlqnirayO6Dfv_-BQ,N7wNlo3_EaHUWHiFDyGh5g,5,0.45284090899999996,i was looking forward to finding a new podiatrist and i had a wonderful experience! my visit was prompted by a toenail that had experienced extreme trauma and needed removal,,i wa look forward to find a new podiatrist and i had a wonder experience! my visit wa prompt by a toenail that had experienc extrem trauma and need remov,0,1,0,0
85,299085,qmJcdi98GgObIBV7Nkq36A,2C4kPPlqnirayO6Dfv_-BQ,N7wNlo3_EaHUWHiFDyGh5g,5,0.0,"from my consultation to the procedure (done in one visit), dr",,"from my consult to the procedur (done in one visit), dr",0,0,0,0
86,299086,qmJcdi98GgObIBV7Nkq36A,2C4kPPlqnirayO6Dfv_-BQ,N7wNlo3_EaHUWHiFDyGh5g,5,0.2375,"reed was friendly, professional, and comforting - everything i look for in a doctor",,"reed wa friendly, professional, and comfort - everyth i look for in a doctor",0,1,0,0
87,299087,qmJcdi98GgObIBV7Nkq36A,2C4kPPlqnirayO6Dfv_-BQ,N7wNlo3_EaHUWHiFDyGh5g,5,0.075,it's been almost a year since the procedure and my nail has grown back normally and its as if nothing happened,,it' been almost a year sinc the procedur and my nail ha grown back normal and it as if noth happen,0,0,0,0
88,299088,qmJcdi98GgObIBV7Nkq36A,2C4kPPlqnirayO6Dfv_-BQ,N7wNlo3_EaHUWHiFDyGh5g,5,0.4,and now i am back for another consultation and look forward to another great experience,,and now i am back for anoth consult and look forward to anoth great experi,0,1,0,0
89,299089,qmJcdi98GgObIBV7Nkq36A,2C4kPPlqnirayO6Dfv_-BQ,N7wNlo3_EaHUWHiFDyGh5g,5,0.16,i highly recommend dr,,i highli recommend dr,0,1,0,0
90,299090,qmJcdi98GgObIBV7Nkq36A,2C4kPPlqnirayO6Dfv_-BQ,N7wNlo3_EaHUWHiFDyGh5g,5,0.0,"reed for all your foot and ankle needs! fyi, they take aetna and united healthcare",,"reed for all your foot and ankl needs! fyi, they take aetna and unit healthcar",0,1,0,0
91,299091,LTQQLeORMoGHqjRIYDeuKg,2C4kPPlqnirayO6Dfv_-BQ,L9auxLbJ17bt21EDEXfdrQ,5,-0.7,i broke my heel on my birthday and was extremely frustrated till i get to dr,,i broke my heel on my birthday and wa extrem frustrat till i get to dr,0,0,0,0
92,299092,LTQQLeORMoGHqjRIYDeuKg,2C4kPPlqnirayO6Dfv_-BQ,L9auxLbJ17bt21EDEXfdrQ,5,0.0,tilton's office,,tilton' offic,0,0,0,0
93,299093,LTQQLeORMoGHqjRIYDeuKg,2C4kPPlqnirayO6Dfv_-BQ,L9auxLbJ17bt21EDEXfdrQ,5,-0.125,i am extremely picky and pay attention to details,,i am extrem picki and pay attent to detail,0,1,0,0
94,299094,LTQQLeORMoGHqjRIYDeuKg,2C4kPPlqnirayO6Dfv_-BQ,L9auxLbJ17bt21EDEXfdrQ,5,-0.125,the staff are amazing!!!crystal is the lady who sits in the front and is extremely helpful,,the staff are amazing!!!cryst is the ladi who sit in the front and is extrem help,0,1,0,0
95,299095,LTQQLeORMoGHqjRIYDeuKg,2C4kPPlqnirayO6Dfv_-BQ,L9auxLbJ17bt21EDEXfdrQ,5,0.5,she makes sure all your paper works are getting done correctly,,she make sure all your paper work are get done correctli,0,1,0,0
96,299096,LTQQLeORMoGHqjRIYDeuKg,2C4kPPlqnirayO6Dfv_-BQ,L9auxLbJ17bt21EDEXfdrQ,5,-0.2,i had to call her few times to have her to resend my documents to my work and she did that with no attitude,,i had to call her few time to have her to resend my document to my work and she did that with no attitud,0,1,0,0
97,299097,LTQQLeORMoGHqjRIYDeuKg,2C4kPPlqnirayO6Dfv_-BQ,L9auxLbJ17bt21EDEXfdrQ,5,0.953333333,she was very pleasant and helpful,,she wa veri pleasant and help,0,1,0,0
98,299098,LTQQLeORMoGHqjRIYDeuKg,2C4kPPlqnirayO6Dfv_-BQ,L9auxLbJ17bt21EDEXfdrQ,5,0.0,"amber, dr",,"amber, dr",0,0,0,0
99,299099,LTQQLeORMoGHqjRIYDeuKg,2C4kPPlqnirayO6Dfv_-BQ,L9auxLbJ17bt21EDEXfdrQ,5,1.0,tilton's assistant in wonderful,,tilton' assist in wonder,0,1,0,0
100,299100,LTQQLeORMoGHqjRIYDeuKg,2C4kPPlqnirayO6Dfv_-BQ,L9auxLbJ17bt21EDEXfdrQ,5,0.377146465,"she is a super star! she has a positive attitude, very friendly, understanding and she cares",,"she is a super star! she ha a posit attitude, veri friendly, understand and she care",0,1,0,0
101,299101,LTQQLeORMoGHqjRIYDeuKg,2C4kPPlqnirayO6Dfv_-BQ,L9auxLbJ17bt21EDEXfdrQ,5,0.619444444,( love her!) easy to talk about the pain or condition and she is a great listener,,( love her!) easi to talk about the pain or condit and she is a great listen,0,1,0,0
102,299102,LTQQLeORMoGHqjRIYDeuKg,2C4kPPlqnirayO6Dfv_-BQ,L9auxLbJ17bt21EDEXfdrQ,5,0.0,i believe doctors can make a difference in healing process,,i believ doctor can make a differ in heal process,0,1,0,0
103,299103,LTQQLeORMoGHqjRIYDeuKg,2C4kPPlqnirayO6Dfv_-BQ,L9auxLbJ17bt21EDEXfdrQ,5,0.4,their communication skill is extremely important,,their commun skill is extrem import,0,1,0,0
